product_id,image_url,price,deeplink,product_name,brand,Colour,Full_merchant_price,gender,description
38690,http://images.diffusiononline.co.uk/images/products/medium/1413981790-77399900.jpg,17.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=K-Dubo+Head+Logo+Men%27s+Scarf+Grey&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/scarves-c54/diesel-k-dubo-head-logo-mens-scarf-grey-p38690,"K-Dubo Head Logo Men's Scarf Grey",Diesel,Grey,30.00,Male,"Men's logo scarf by Diesel, featuring cross textured inner material."
38703,http://images.diffusiononline.co.uk/images/products/medium/1414059176-68732700.jpg,25.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Birgnall+Men%27s+Lambswool+Scarf+Red%2FBlue&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/scarves-c54/barbour-birgnall-mens-lambswool-scarf-red-blue-p38703,"Birgnall Men's Lambswool Scarf Red/Blue",Barbour,"Red > Blue",25.00,Male,"Men's lambswool scarf by Barbour, featuring all over tartan pattern."
39996,http://images.diffusiononline.co.uk/images/products/medium/1415192654-22725100.jpg,22.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Check+Women%27s+Scarf+Tartan&wgtarget=http://www.diffusiononline.co.uk/women-c1/accessories-c75/scarves-c103/maison-scotch-check-womens-scarf-tartan-p39996,"Check Women's Scarf Tartan","Maison Scotch","Red > Green",40.00,Female,"Large tassled scarf by Maison Scotch, featuring all over checkered print."
41477,http://images.diffusiononline.co.uk/images/products/medium/1419000580-87156000.jpg,25.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Dark+Stripe+Sock+Box+Set+Blue&wgtarget=http://www.diffusiononline.co.uk/men-c2/underwear-socks-c127/socks-c58/happy-socks-dark-stripe-sock-box-set-blue-p41477,"Dark Stripe Sock Box Set Blue","Happy Socks",Blue,25.00,Male,"Men's sock box by Happy Socks, featuring set of 4 socks."
27846,http://images.diffusiononline.co.uk/images/products/medium/1366377945-36114400.jpg,70.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=6000+Men%27s+Sunglasses+Dark+Blue&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/sunglasses-c60/carrera-6000-mens-sunglasses-dark-blue-p27846,"6000 Men's Sunglasses Dark Blue",Carrera,Blue,100.00,Male,"Men's sunglasses by Carrera, featuring translucent smoke frames with contrasting retro blue lenses for that sleek urban style. Carrera sunglasses are a contemporary twist on a traditional streamline design."
27848,http://images.diffusiononline.co.uk/images/products/medium/1366379666-94673200.jpg,60.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=5002+Men%27s+Sunglasses+Burnt+Red&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/sunglasses-c60/carrera-5002-mens-sunglasses-burnt-red-p27848,"5002 Men's Sunglasses Burnt Red",Carrera,Red,85.00,Male,"Men's sunglasses by Carrera, featuring red frame with matching temple detailing. Carrera sunglasses are a contemporary twist on a traditional streamline design."
27849,http://images.diffusiononline.co.uk/images/products/medium/1366360192-39050800.jpg,60.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=5000+Men%27s+Sunglasses+Tortoiseshell+Orange+&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/sunglasses-c60/carrera-5000-mens-sunglasses-tortoiseshell-orange-p27849,"5000 Men's Sunglasses Tortoiseshell Orange",Carrera,Orange,85.00,Male,"Men's sunglasses by Carrera, featuring brown tortoiseshell frames with bright orange temple detailing. Carrera sunglasses are a contemporary twist on a traditional streamline design."
27850,http://images.diffusiononline.co.uk/images/products/medium/1366361289-05501100.jpg,74.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Champion+Fold+Men%27s+Sunglasses+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/sunglasses-c60/carrera-champion-fold-mens-sunglasses-black-p27850,"Champion Fold Men's Sunglasses Black",Carrera,"Red > Black",105.00,Male,"Men's sunglasses by Carrera, featuring retro appeal of Carrera's dynamic flare for design in a sunglasses that folds neatly to fit into your pocket."
27852,http://images.diffusiononline.co.uk/images/products/medium/1366363614-59321600.jpg,67.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Champion+Fluorescent+Men%27s+Sunglasses+Lime+&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/sunglasses-c60/carrera-champion-fluorescent-mens-sunglasses-lime-p27852,"Champion Fluorescent Men's Sunglasses Lime",Carrera,Green,95.00,Male,"Men's sunglasses by Carrera, featuring retro appeal of Carrera's dynamic flare for design in a sunglasses, with a contrasting lime green effect."
27861,http://images.diffusiononline.co.uk/images/products/medium/1366382795-36492200.jpg,165.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=2898%2FS+Women%27s+Sunglasses+Black&wgtarget=http://www.diffusiononline.co.uk/women-c1/accessories-c75/sunglasses-c157/gucci-2898-s-womens-sunglasses-black-p27861,"2898/S Women's Sunglasses Black",Gucci,Black,165.00,Female,"Women's Sunglasses by Gucci, featuring a thin matte frame finish with a iconic Italian high fashion style."
28298,http://images.diffusiononline.co.uk/images/products/medium/1370510018-77088300.jpg,41.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Popfox+Frame+Glasses+Women%27s+Black+&wgtarget=http://www.diffusiononline.co.uk/women-c1/accessories-c75/sunglasses-c157/wildfox-popfox-frame-glasses-womens-black-p28298,"Popfox Frame Glasses Women's Black",Wildfox,Black,135.00,Female,"Women's sunglasses by Wildfox, featuring an over-sized light weight design with a slight retro feel Perfect for everyday wear."
28768,http://images.diffusiononline.co.uk/images/products/medium/1373897648-73426300.jpg,160.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Striped+Arm+Sunglasses+Women%27s+Black&wgtarget=http://www.diffusiononline.co.uk/women-c1/accessories-c75/sunglasses-c157/gucci-striped-arm-sunglasses-womens-black-p28768,"Striped Arm Sunglasses Women's Black",Gucci,Black,160.00,Female,"Classic sunglasses by Gucci, featuring black plastic frame with green/red/green web"
36477,http://images.diffusiononline.co.uk/images/products/medium/1401356379-11519100.jpg,34.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Colour+Lens+Women%27s+Sunglasses+Green&wgtarget=http://www.diffusiononline.co.uk/women-c1/accessories-c75/sunglasses-c157/michael-kors-colour-lens-womens-sunglasses-green-p36477,"Colour Lens Women's Sunglasses Green","Michael Kors",Green,85.00,Female,"Women's green sunglasses by Michael Kors, featuring green detailing to clear frame and branded text to side."
37192,http://images.diffusiononline.co.uk/images/products/medium/1404133984-21246500.jpg,25.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Oversized+Printed+Bandana+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/dope-chef-oversized-printed-bandana-black-p37192,"Oversized Printed Bandana Black","Dope Chef",Black,25.00,Male,"Men's overside printed bandana by Dope Chef, featuring all overJapanese patterns and font."
37193,http://images.diffusiononline.co.uk/images/products/medium/1404134294-76124800.jpg,25.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Oversized+Printed+Bandana+White&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/dope-chef-oversized-printed-bandana-white-p37193,"Oversized Printed Bandana White","Dope Chef",White,25.00,Male,"Men's overside printed bandana by Dope Chef, featuring all overJapanese patterns and font."
37849,http://images.diffusiononline.co.uk/images/products/medium/1406032137-45501500.jpg,40.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Reflective+Lens+Men%27s+Sunglasses+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/sunglasses-c60/crooks-castles-reflective-lens-mens-sunglasses-black-p37849,"Reflective Lens Men's Sunglasses Black","Crooks & Castles",Black,72.00,Male,"Men's sunglasses by Crooks & Castles, featuring branded detail to side and reflective lenses."
37850,http://images.diffusiononline.co.uk/images/products/medium/1406031247-79610100.jpg,42.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Medallion+Detail+Men%27s+Sunglasses+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/sunglasses-c60/crooks-castles-medallion-detail-mens-sunglasses-black-p37850,"Medallion Detail Men's Sunglasses Black","Crooks & Castles",Black,75.00,Male,"Men's sunglasses by Crooks & Castles, featuring medallion gold detail to side."
